ECRAN;ONGLET;DONNEE;LIBELLE;DOMAINE
N/D;N/D;NOMPRE;Nom et prénom de l'employé;EMPL
N/D;N/D;DATOUV;Date d'ouverture fiche individuelle;EMPL
N/D;N/D;DATCLO;Date de cloture de la fiche individuelle;EMPL
N/D;N/D;HORSECT;Code section;EMPL
N/D;N/D;FRONTAL;Numéro de frontal;EMPL
N/D;N/D;SECTION;Section d'imputation;EMPL
N/D;N/D;REPARTI;Code répartition analytique;EMPL
N/D;N/D;DATBUTEE;Date limite de calcul;EMPL
N/D;N/D;AFFICH;Code affichage;EMPL
N/D;N/D;LANGUE;Code langue;EMPL
N/D;N/D;GROUPH;Groupe hiérarchique;EMPL
N/D;N/D;IMP;Mode implicite (AT);EMPL
N/D;N/D;MODE_TRV;Mode de travail J/S/M;EMPL
N/D;N/D;TYP_GEST;Type de gestion (AT);EMPL
N/D;N/D;CLE_POP;Population;EMPL
N/D;N/D;EVTDEF;Evénement par défaut;EMPL
N/D;N/D;INITIALE;Initiales de l'employé;EMPL
N/D;N/D;NOM;Nom de l'employé;EMPL
N/D;N/D;PRENOM;Prénom de l'employé;EMPL
N/D;N/D;E1RAISONCL;Code raison;EMPL
N/D;N/D;VIRTUEL;Provisoire;EMPL
N/D;N/D;E1INTERIM;Intérimaire;EMPL
N/D;N/D;E1SOCINTE;Société d'intérim;EMPL
N/D;N/D;IEQSPRTTHE;Solde prévisionnel RTT en heures;EMPL
N/D;N/D;IEQTTREFFA;Temps de travail effectif annuel;EMPL
N/D;N/D;IEICTRANNU;Contrat annuel;EMPL
N/D;N/D;IEIDATED01;Date disponible 1;EMPL
N/D;N/D;IEIDATED02;Date disponible 2;EMPL
N/D;N/D;IEIDATED03;Date disponible 3;EMPL
N/D;N/D;IEIDATED04;Date disponible 4;EMPL
N/D;N/D;IEIDATED05;Date disponible 5;EMPL
N/D;N/D;IEIDATED06;Date disponible 6;EMPL
N/D;N/D;IEIDATED07;Date disponible 7;EMPL
N/D;N/D;IEIDATED08;Date disponible 8;EMPL
N/D;N/D;IEIDATED09;Date disponible 9;EMPL
N/D;N/D;IEIDATED10;Date disponible 10;EMPL
N/D;N/D;IEINUMED09;Numerique disponible 9;EMPL
N/D;N/D;IEINUMED10;Numerique disponible 10;EMPL
N/D;N/D;IEQSPDISP5;Solde prévisionnel en jour disponible 5;EMPL
N/D;N/D;IEQECARANN;Ecart annuel;EMPL
N/D;N/D;IEIDVISITE;Date de la dernière visite médicale;EMPL
N/D;N/D;IEQSPDISP6;Solde prévisionnel en jour disponible 6;EMPL
N/D;N/D;IEQSPDISH2;Solde prévisionnel en heure disponible 2;EMPL
N/D;N/D;IEQSPDISH1;Solde prév HS REC pour blocage;EMPL
N/D;N/D;IEQSPDISH3;Solde prévisionnel en heure disponible 3;EMPL
N/D;N/D;IEQSPDISH4;Solde prévisionnel en heure disponible 4;EMPL
N/D;N/D;IEQSHSMRE2;Solde prévisionnel 2 HS à recup.;EMPL
N/D;N/D;IEQSDELCSE;Solde délégation CSE;EMPL
N/D;N/D;IEQRQREDU;Solde previsionnel RC repos réduit;EMPL
N/D;N/D;SEIDFCNT;Date fin ACQ N Temporaire;EMPL
N/D;N/D;SEIDFCN9T;Date fin ACQ N+1 Temporaire;EMPL
N/D;N/D;IEICODEGRP;Code groupe;EMPL
N/D;N/D;IEQSPRCHSM;Solde RC s/ HS majorées;EMPL
N/D;N/D;IEQPRNJTRA;Nbre de jours travaillés annuel prév.;EMPL
N/D;N/D;IEINUMED01;Numerique disponible 1;EMPL
N/D;N/D;IEINUMED02;Numerique disponible 2;EMPL
N/D;N/D;IEINUMED03;Numerique disponible 3;EMPL
N/D;N/D;IEINUMED04;Numerique disponible 4;EMPL
N/D;N/D;IEINUMED05;Numerique disponible 5;EMPL
N/D;N/D;IEINUMED06;Numerique disponible 6;EMPL
N/D;N/D;IEINUMED07;Numerique disponible 7;EMPL
N/D;N/D;IEINUMED08;Numerique disponible 8;EMPL
N/D;N/D;IEQSPRTTJ2;Solde prév. RTT en jour deuxième période;EMPL
N/D;N/D;IEQDISPCP;Congés en cours d'acquisition disponible;EMPL
N/D;N/D;IEIFREQVMR;Fréquence visite médicale renforcée;EMPL
N/D;N/D;IEIDCPAN;Droit CPAN acquis;EMPL
N/D;N/D;SEQSOCIETE;Société;EMPL
N/D;N/D;SEQSCPREP1;Solde prév. CP reporté P1;EMPL
N/D;N/D;SEQSCPREP2;Solde prév. CP reporté P2;EMPL
N/D;N/D;SEQSCPREP3;Solde prév. CP reporté P3;EMPL
N/D;N/D;SEQSCPREP4;Solde prév. CP reporté P4;EMPL
N/D;N/D;SEQCJFF;Pris prév. JFF;EMPL
N/D;N/D;IEITEXTD01;Texte disponible 1;EMPL
N/D;N/D;IEITEXTD02;Texte disponible 2;EMPL
N/D;N/D;IEITEXTD03;Texte disponible 3;EMPL
N/D;N/D;IEITEXTD04;Texte disponible 4;EMPL
N/D;N/D;IEITEXTD05;Texte disponible 5;EMPL
N/D;N/D;IEITEXTD06;Texte disponible 6;EMPL
N/D;N/D;IEITEXTD07;Texte disponible 7;EMPL
N/D;N/D;IEITEXTD08;Texte disponible 8;EMPL
N/D;N/D;IEITEXTD09;Texte disponible 9;EMPL
N/D;N/D;IEITEXTD10;Texte disponible 10;EMPL
N/D;N/D;IEIDISPL1;Disponible liste 1;EMPL
N/D;N/D;IEIDISPL2;Disponible liste 2;EMPL
N/D;N/D;IEIDISPL3;Disponible liste 3;EMPL
N/D;N/D;IEIDISPL4;Disponible liste 4;EMPL
N/D;N/D;IEIDISPL5;Disponible liste 5;EMPL
N/D;N/D;IEIDISPL6;Disponible liste 6;EMPL
N/D;N/D;IEIDISPL7;Disponible liste 7;EMPL
N/D;N/D;IEIDISPL8;Disponible liste 8;EMPL
N/D;N/D;IEIDISPL9;Disponible liste 9;EMPL
N/D;N/D;IEIDISPLA;Disponible liste 10;EMPL
N/D;N/D;IEIMEMBCSE;Membre CSE;EMPL
N/D;N/D;IEIACTI;Employé géré en activité;EMPL
N/D;N/D;E2SEXE;Code sexe;EMPS
N/D;N/D;E2CIVILITE;Civilité;EMPS
N/D;N/D;E2NOMJF;Nom de jeune fille;EMPS
N/D;N/D;E2DATENAI;Date de naissance;EMPS
N/D;N/D;E2LIEUNAI;Lieu de naissance;EMPS
N/D;N/D;E2PAYSNAI;Pays de naissance;EMPS
N/D;N/D;E2NATION;Nationalité;EMPS
N/D;N/D;E2DATEANC;Date d'ancienneté;EMPS
N/D;N/D;E2DATEREC;Date de recrutement;EMPS
N/D;N/D;E2ADRESSE1;Adresse partie 1;EMPS
N/D;N/D;E2ADRESSE2;Adresse partie 2;EMPS
N/D;N/D;E2CODPOST;Code postal;EMPS
N/D;N/D;E2VILLE;Ville;EMPS
N/D;N/D;IDPOINT;Position;EMPS
N/D;N/D;E2TELEPHO1;Téléphone 1;EMPS
N/D;N/D;E2TELEPHO2;Téléphone 2;EMPS
N/D;N/D;E2TELEPHO3;Téléphone 3;EMPS
N/D;N/D;E2SITUMARI;Situation maritale;EMPS
N/D;N/D;E2DATEMARI;Date dernière situation maritale;EMPS
N/D;N/D;ENFNOM;Nom de l'enfant;ENFT
N/D;N/D;ENFPRENOM;Prénom de l'enfant;ENFT
N/D;N/D;ENFSEXE;Sexe de l'enfant;ENFT
N/D;N/D;ENFDATENAI;Date de naissance enfant;ENFT
N/D;N/D;ENFACHARGE;Enfant à charge;ENFT
N/D;N/D;ENFHANDI;Handicap enfant;ENFT
N/D;N/D;EVENEMENT;Type d'événement;EVEN
N/D;N/D;MATRI;Code matricule;EVEN
N/D;N/D;CLE_POP;Population;EVEN
N/D;N/D;DATE_JOUR;Date de référence;EVEN
N/D;N/D;DATE_DEB;Date de début de l'activité;EVEN
N/D;N/D;DATE_FIN;Date de fin de l'activité;EVEN
N/D;N/D;HEURE_DEB;Heure de début de l'activité;EVEN
N/D;N/D;HEURE_FIN;Heure de fin de l'activité;EVEN
N/D;N/D;ORDRE;Ordre;EVEN
N/D;N/D;POURCENT;Pourcentage du temps de présence;EVEN
N/D;N/D;DUREE_EVE;Durée de l'activité;EVEN
N/D;N/D;PROFIL;Code profil horaire;EVEN
N/D;N/D;VALEUR01;Valeur 01;EVEN
N/D;N/D;VALEUR02;Valeur 02;EVEN
N/D;N/D;VALEUR03;Valeur 03;EVEN
N/D;N/D;VALEUR04;Valeur 04;EVEN
N/D;N/D;VALEUR05;Valeur 05;EVEN
N/D;N/D;VALEUR06;Valeur 06;EVEN
N/D;N/D;VALEUR07;Valeur 07;EVEN
N/D;N/D;VALEUR08;Valeur 08;EVEN
N/D;N/D;VALEUR09;Valeur 09;EVEN
N/D;N/D;VALEUR10;Valeur 10;EVEN
N/D;N/D;UTILCRE;Créateur;EVEN
N/D;N/D;DATCRE;Date de création;EVEN
N/D;N/D;UTILMOD;Auteur de la modification;EVEN
N/D;N/D;DATMOD;Date de dernière modification;EVEN
N/D;N/D;TYPE_FRAIS;Indicateur de frais;EVEN
N/D;N/D;NOMINT1;Flag interface 1;EVEN
N/D;N/D;DATE_INT1;Date interface 1;EVEN
N/D;N/D;NOMINT2;Flag interface 2;EVEN
N/D;N/D;DATE_INT2;Date interface 2;EVEN
N/D;N/D;NOMINT3;Flag interface 3;EVEN
N/D;N/D;DATE_INT3;Date interface 3;EVEN
N/D;N/D;NOMINT4;Flag interface 4;EVEN
N/D;N/D;DATE_INT4;Date interface 4;EVEN
N/D;N/D;ANO1;Anomalie 1;EVEN
N/D;N/D;ANO2;Anomalie 2;EVEN
N/D;N/D;ANO3;Anomalie 3;EVEN
N/D;N/D;ANO4;Anomalie 4;EVEN
N/D;N/D;ANO5;Anomalie 5;EVEN
N/D;N/D;VISA1;Flag visa anomalie 1;EVEN
N/D;N/D;VISA2;Flag visa anomalie 2;EVEN
N/D;N/D;VISA3;Flag visa anomalie 3;EVEN
N/D;N/D;VISA4;Flag visa anomalie 4;EVEN
N/D;N/D;VISA5;Flag visa anomalie 5;EVEN
N/D;N/D;UTILVISA;Dernier utilisateur visa;EVEN
N/D;N/D;DATVISA;Dernière date visa;EVEN
N/D;N/D;EVCODEEVT;Code événement;EVNT
N/D;N/D;EVLIBEVT;Libellé événement;EVNT
N/D;N/D;EVDATDEB;Date début;EVNT
N/D;N/D;EVDATFIN;Date fin;EVNT
N/D;N/D;MOTIF;Code motif;EVNT
N/D;N/D;EVCODEEVT;Code événement;EVOC
N/D;N/D;EVDATDEB;Date début;EVOC
N/D;N/D;EVORDRE;Ordre;EVOC
N/D;N/D;EVDATFIN;Date fin;EVOC
N/D;N/D;EVLIBOCCU;Libellé occurrence;EVOC
N/D;N/D;EVDUREEJ;Durée en jour;EVOC
N/D;N/D;EVDUREEH;Durée en heure;EVOC
N/D;N/D;EVETAT;Etat;EVOC
N/D;N/D;EVNBINSC;Nombre d'inscrits;EVOC
N/D;N/D;EVNBMAX;Nombre de places;EVOC
N/D;N/D;EVDATLIM;Date limite d'inscription;EVOC
N/D;N/D;MATRI;Code matricule;HABS
N/D;N/D;DATE;Date;HABS
N/D;N/D;MOTIF;Code motif;HABS
N/D;N/D;VALORIS;Code valorisation;HABS
N/D;N/D;MOTYPE;Type de motif;HABS
N/D;N/D;NUMSEM;Numéro de semaine;HABS
N/D;N/D;MOTIDUR;Durée de l'activité;HABS
N/D;N/D;HRADEB;Début de plage d'activité;HABS
N/D;N/D;HRAFIN;Fin de plage d'activité;HABS
N/D;N/D;JOUR;Numéro de jour dans la semaine;HABS
N/D;N/D;TYPJOU;Type de jour;HABS
N/D;N/D;MOTIFINI;Code motif initial;HABS
N/D;N/D;FONCTION;Fonction Self;HABS
N/D;N/D;DATMOD;Date de dernière modification;HABS
N/D;N/D;UTILMOD;Auteur de la modification;HABS
N/D;N/D;DATE;Date;HCTR
N/D;N/D;NUMSEM;Numéro de semaine;HCTR
N/D;N/D;JOUR;Numéro de jour dans la semaine;HCTR
N/D;N/D;TYPCTRA;Type de contrat admin./période d'emploi;HCTR
N/D;N/D;CTRHORA;Code horaire du contrat;HCTR
N/D;N/D;CTRRG;Rang code horaire contrat;HCTR
N/D;N/D;CTRLGCY;Longueur du cycle contractuel;HCTR
N/D;N/D;CTRHOR;Durée du cycle contractuel;HCTR
N/D;N/D;CTRHORH;Durée hebdo cycle contractuel;HCTR
N/D;N/D;CTRPROCY;Profil horaire contractuel;HCTR
N/D;N/D;CTRPRECY;Théorique profil contractuel;HCTR
N/D;N/D;CTRATTRI;Code attribution;HCTR
N/D;N/D;PLANNUEL;Régime d'annualisation;HCTR
N/D;N/D;ANNHORA;Code horaire d'annualisation;HCTR
N/D;N/D;ANNRG;Rang code horaire d'annualisation;HCTR
N/D;N/D;ANNLGCY;Longueur du cycle d'annualisation;HCTR
N/D;N/D;ANNHOR;Durée du cycle d'annualisation;HCTR
N/D;N/D;ANNHORH;Durée hebdo d'annualisation;HCTR
N/D;N/D;ANNPROCY;Profil horaire d'annualisation;HCTR
N/D;N/D;ANNPRECY;Théorique profil d'annualisation;HCTR
N/D;N/D;ANNATTRI;Attribution d'annualisation;HCTR
N/D;N/D;MATRI;Code matricule;HJOU
N/D;N/D;DATE;Date;HJOU
N/D;N/D;NUMSEM;Numéro de semaine;HJOU
N/D;N/D;JOUR;Numéro de jour dans la semaine;HJOU
N/D;N/D;TYPJOU;Type de jour;HJOU
N/D;N/D;HORCODE;Code horaire;HJOU
N/D;N/D;RANG;Rang dans le code horaire;HJOU
N/D;N/D;PROFIL;Code profil horaire;HJOU
N/D;N/D;ATTRIB;Code attribution;HJOU
N/D;N/D;LGCYCLE;Longueur du cycle en jours;HJOU
N/D;N/D;HORCYCLE;Durée totale du cycle en heures;HJOU
N/D;N/D;HORHEB;Durée hebdomadaire du cycle en heures;HJOU
N/D;N/D;PRECYCLE;Durée de la journée/cycle;HJOU
N/D;N/D;PROCYCLE;Profil du cycle;HJOU
N/D;N/D;SECTORI;Section d'origine;HJOU
N/D;N/D;SECTAFF;Section d'affectation;HJOU
N/D;N/D;UNITTRV;Unité de travail;HJOU
N/D;N/D;GRAVITE;Niveau de gravité des anomalies;HJOU
N/D;N/D;STATUT;Etat de la journée;HJOU
N/D;N/D;IJRHTRM12S;Temps de travail moyen sur 12 semaines;HJOU
N/D;N/D;IJRTTREFFM;Heures totales période;HJOU
N/D;N/D;IJRCJDISP1;Affichage Ecart réel FJ prèv.;HJOU
N/D;N/D;IJRSJDISP1;Solde en jour disponible 1;HJOU
N/D;N/D;IJRDJDISP2;DSI : Pris récup sur WE en attente;HJOU
N/D;N/D;IJRCJDISP2;Affichage Ecart théorique FJ prèv.;HJOU
N/D;N/D;IJRDJDISP3;Droit en jour disponible 3;HJOU
N/D;N/D;IJRCJDISP3;Jour consécutif trav. dans une semaine;HJOU
N/D;N/D;IJRSJDISP3;Solde en jour disponible 3;HJOU
N/D;N/D;IJRDJDISP4;Droit en jour disponible 4;HJOU
N/D;N/D;IJRCHDISPH;Pris en heure disponible 1;HJOU
N/D;N/D;IJRSHDISPH;Solde en heure disponible 1;HJOU
N/D;N/D;IJRDJDISP5;Droit en jour disponible 5;HJOU
N/D;N/D;IJRDJDISP6;Droit en jour disponible 6;HJOU
N/D;N/D;IJRCJDISP6;Presence calendaire hebdo;HJOU
N/D;N/D;IJRSJDISP5;Solde en jour disponible 5;HJOU
N/D;N/D;IJRSJDISP6;Solde en jour disponible 6;HJOU
N/D;N/D;IJRDHDISP2;Droit en heure disponible 2;HJOU
N/D;N/D;IJRDHDISP3;Droit en heure disponible 3;HJOU
N/D;N/D;IJRDHDISP4;Droit en heure disponible 4;HJOU
N/D;N/D;IJRCHDISP4;Pris en heure disponible 4;HJOU
N/D;N/D;IJRSHDISP2;Solde en heure disponible 2;HJOU
N/D;N/D;IJRSHDISP3;Solde en heure disponible 3;HJOU
N/D;N/D;IJRSHDISP4;Solde en heure disponible 4;HJOU
N/D;N/D;IJRNBRJCTR;Nombre de jours du contrat;HJOU
N/D;N/D;SJRECARFJA;Ecart réel annuel forfait jour (J);HJOU
N/D;N/D;SJRCOCETW;Pris CET en attente;HJOU
N/D;N/D;IJQHRSBADG;Heures badgées au lecteur;HJOU
N/D;N/D;IJQABSENTJ;Absence totale jour;HJOU
N/D;N/D;IJQBHORVAJ;Heures totales;HJOU
N/D;N/D;IJQPREJENC;Présence jour en cours;HJOU
N/D;N/D;IJQPRELEND;Présence du lendemain;HJOU
N/D;N/D;IJQHNUITBA;Heures de nuit;HJOU
N/D;N/D;IJQPRESBAJ;Présence badgée;HJOU
N/D;N/D;IJRPREVEIL;Présence de la veille;HJOU
N/D;N/D;IJQDEBADGT;Dernier badgeage théorique;HJOU
N/D;N/D;IJRDBADGTV;Dernier badgeage théorique veille;HJOU
N/D;N/D;IJQABSPLFT;Absence plages fixes jour;HJOU
N/D;N/D;IJQDEBORDT;Présence badgée hors plage totale;HJOU
N/D;N/D;IJIVMINBAD;Valeur minimum de badgeages;HJOU
N/D;N/D;IJQNBADGEA;Nombre de badgeages;HJOU
N/D;N/D;IJQNABSENT;Nombre d absences totales;HJOU
N/D;N/D;IJINIMPUTA;Nombre d imputations (MAJ par AIBANA);HJOU
N/D;N/D;IJQNACTIVJ;Nombre d activités;HJOU
N/D;N/D;IJQNABSEN1;Nombre d absences matin;HJOU
N/D;N/D;IJQNABSEN2;Nombre d absences après-midi;HJOU
N/D;N/D;IJQPAUMINT;Valeur interméd. abs. plage pause mérid.;HJOU
N/D;N/D;IJQECPAUML;Ecart pause méridienne du lendemain;HJOU
N/D;N/D;IJQVIDEBOR;VI - Présence badgée hors plage totale;HJOU
N/D;N/D;IJQDEBADGV;Dernier badgeage validé;HJOU
N/D;N/D;IJRSDBADGV;Sauvegarde dernier badgeage validé;HJOU
N/D;N/D;IJQPRESBA1;Présence badgée matin;HJOU
N/D;N/D;IJQPRESBA2;Présence badgée après-midi;HJOU
N/D;N/D;IJQECPAUSM;Ecart pause déjeuner;HJOU
N/D;N/D;IJQPAUMERI;Pause déjeuner;HJOU
N/D;N/D;IJQNPREQUJ;Prime jour;HJOU
N/D;N/D;IJQNPREQUN;Prime nuit;HJOU
N/D;N/D;IJQECPAUMI;Valeur intermed. écart pause méridienne;HJOU
N/D;N/D;IJRBHORVAH;Heures totales hebdomadaires;HJOU
N/D;N/D;IJRHTRAS01;Temps de travail semaine 1;HJOU
N/D;N/D;IJRHTRAS02;Temps de travail semaine 2;HJOU
N/D;N/D;IJRHTRAS03;Temps de travail semaine 3;HJOU
N/D;N/D;IJRHTRAS04;Temps de travail semaine 4;HJOU
N/D;N/D;IJRHTRAS05;Temps de travail semaine 5;HJOU
N/D;N/D;IJRHTRAS06;Temps de travail semaine 6;HJOU
N/D;N/D;IJRHTRAS07;Temps de travail semaine 7;HJOU
N/D;N/D;IJRHTRAS08;Temps de travail semaine 8;HJOU
N/D;N/D;IJRHTRAS09;Temps de travail semaine 9;HJOU
N/D;N/D;IJRHTRAS10;Temps de travail semaine 10;HJOU
N/D;N/D;IJRHTRAS11;Temps de travail semaine 11;HJOU
N/D;N/D;IJRHTRAS12;Temps de travail semaine 12;HJOU
N/D;N/D;IJRNJOUTRA;Nombre de jours travaillés dans l année;HJOU
N/D;N/D;IJRPRESBAH;Présence badgée hebdomadaire;HJOU
N/D;N/D;IJRPRESBAM;Présence badgée période;HJOU
N/D;N/D;IJQPRBADGV;Premier badgeage validé;HJOU
N/D;N/D;IJQABSPLF1;Absence 1ère plage;HJOU
N/D;N/D;IJQABSPLF2;Absence 2ème plage;HJOU
N/D;N/D;IJQNPANIJR;Panier jour;HJOU
N/D;N/D;IJQNPANINU;Panier nuit;HJOU
N/D;N/D;IJRABSPLFH;Total absences plages hebdomadaires;HJOU
N/D;N/D;IJQPRESBAV;Présence badgée validée;HJOU
N/D;N/D;IJQABSPLFJ;Total absences plages;HJOU
N/D;N/D;IJRBHORVHR;Report base HV hebdo;HJOU
N/D;N/D;IJQNJPRESJ;Nombre de jours de présence jour;HJOU
N/D;N/D;IJINPASLEC;Nombre de passages au lecteur;HJOU
N/D;N/D;IJQPAUSMAT;Pause première plage;HJOU
N/D;N/D;IJQPAUSSOI;Pause seconde plage;HJOU
N/D;N/D;IJQPAUPPLA;Pause premiere plage;HJOU
N/D;N/D;IJQPAUSPLA;Pause seconde plage;HJOU
N/D;N/D;IJQMVTENT1;Mouvement entree1;HJOU
N/D;N/D;IJQMVTENT2;Mouvement entree2;HJOU
N/D;N/D;IJQMVTENT3;Mouvement entree3;HJOU
N/D;N/D;IJQMVTENT4;Mouvement entree4;HJOU
N/D;N/D;IJQMVTENT5;Mouvement entree5;HJOU
N/D;N/D;IJQMVTSOR1;Mouvement sortie1;HJOU
N/D;N/D;IJQMVTSOR2;Mouvement sortie2;HJOU
N/D;N/D;IJQMVTSOR3;Mouvement sortie3;HJOU
N/D;N/D;IJQMVTSOR4;Mouvement sortie4;HJOU
N/D;N/D;IJQMVTSOR5;Mouvement sortie5;HJOU
N/D;N/D;IJQPRESEFF;Base calcul des pauses pour h effectives;HJOU
N/D;N/D;IJQECARTHE;Ecart hebdo / horaire de référence;HJOU
N/D;N/D;IJQHS1COMP;Hrs complémentaires majorées payées Tx 1;HJOU
N/D;N/D;IJRMAINTSA;Maintien congé payé samedi;HJOU
N/D;N/D;IJRSAMEAPR;Calcul interm nbr. samedi a prendre.;HJOU
N/D;N/D;IJRNBJRARR;Nombre de jours d'arrêt;HJOU
N/D;N/D;IJRVISITER;Flag Visite médicale de reprise;HJOU
N/D;N/D;IJRNJTRMCP;Nbr jours trav. mens. pour acquis CP;HJOU
N/D;N/D;IJQECPAUMA;Ecart pause première plage;HJOU
N/D;N/D;IJQECPAUSO;Ecart pause seconde plage;HJOU
N/D;N/D;IJQHANAIMP;Temps analytique imputé;HJOU
N/D;N/D;IJQHANAVEN;Temps analytique à ventiler;HJOU
N/D;N/D;IJRSCORELI;Reliquat congé payé;HJOU
N/D;N/D;IJRDURMOTH;Durée des motifs hebdomadaire;HJOU
N/D;N/D;IJRNBMOTIH;Nombre de motifs hebdomadaire;HJOU
N/D;N/D;IJIVMOTFOR;Motif de forfait temps;HJOU
N/D;N/D;IJRINDANO;Indicateur pour déclenchement ano 134;HJOU
N/D;N/D;IJRREP35H;Nombres d'heures repos hebdo;HJOU
N/D;N/D;IJQHCNMAPA;Heures comp. payées non majorées;HJOU
N/D;N/D;IJQHSNMAP2;Heures complémentaires 25%;HJOU
N/D;N/D;IJQHSNMAR2;Heures complémentaires 25% à récup.;HJOU
N/D;N/D;IJQMODL;Modèle activité à appliquer;HJOU
N/D;N/D;SJRCCPW;CP Pris en attente de validation;HJOU
N/D;N/D;SJRCCPAW;CP Pris en cours acquis. en attente;HJOU
N/D;N/D;SJRCRTTW;RTT Pris en attente valid.;HJOU
N/D;N/D;SJRCRCIW;Pris RCI en attente;HJOU
N/D;N/D;SJRCREPW;Pris REP en attente;HJOU
N/D;N/D;SJRCPFIW;Pris PFI en attente;HJOU
N/D;N/D;SJRCRDW;Pris RD en attente;HJOU
N/D;N/D;SJRCCPAN;Nbres CP pris annuels;HJOU
N/D;N/D;SJRCRJFW;Pris RJF en attente;HJOU
N/D;N/D;SJQPREJENC;Présence jour en cours (V3);HJOU
N/D;N/D;SJQPRELEND;Présence du lendemain (V3);HJOU
N/D;N/D;SJRPREVEIL;Présence de la veille;HJOU
N/D;N/D;SJRPREHSW;Pris récup HS en attente;HJOU
N/D;N/D;SJRCPREPW;Pris CP reporté en attente;HJOU
N/D;N/D;SJRJ001;Droit CP2 pour paie - J001;HJOU
N/D;N/D;SJRCJFFW;Pris JFF en attente;HJOU
N/D;N/D;SJRCDHW;Pris DH en attente;HJOU
N/D;N/D;SJRCRDECW;Repos décalés pris en attente (J);HJOU
N/D;N/D;SJRTCPRTFJ;Nbr jours de CP/RTT alimentant PERCO/CET;HJOU
N/D;N/D;SJQHSNMAPA;Heures Complémentaires 15%;HJOU
N/D;N/D;SJQHSNMARE;HC à récupérer majorées 15%;HJOU
N/D;N/D;INMOD;Suivi analytique;HJOU
N/D;N/D;INMISS;Mission autorisée;HJOU
N/D;N/D;INRECOND;Indicateur de reconduite CDCG;HJOU
N/D;N/D;IJIEXTRACT;Indicateur extraction population;HJOU
N/D;N/D;IJIACTI;Employé géré en activité;HJOU
N/D;N/D;DATTRV;Date du dernier jour travaillé;HMAT
N/D;N/D;DATREP;Date de reprise du travail;HMAT
N/D;N/D;DATCST;Date de constatation;HMAT
N/D;N/D;MOTIFREP;Motif de reprise;HMAT
N/D;N/D;HORCODE;Code horaire;HORC
N/D;N/D;LIBELLE;Libellé;HORC
N/D;N/D;LIBCOURT;Libellé court;HORC
N/D;N/D;REDUIT;Code réduit;HORC
N/D;N/D;PAIRUB;Rubrique de paie;HORC
N/D;N/D;TOTCYCLE;Durée du cycle;HORC
N/D;N/D;MOYCYCLE;Moyenne du cycle;HORC
N/D;N/D;IHIDISP3;Indicateur disponible 3;HORC
N/D;N/D;IHIDISP4;Indicateur disponible 4;HORC
N/D;N/D;IHIDISP1;Indicateur disponible 1;HORC
N/D;N/D;IHIDISP2;Indicateur disponible 2;HORC
N/D;N/D;IHIDRJTRAV;Acquis congé payé;HORC
N/D;N/D;IHISEUILHS;Seuil paiement des HS;HORC
N/D;N/D;IHISPRIST;Seuil déclenchement prime de poste;HORC
N/D;N/D;SHISHSMTX1;Seuil HS taux 1 (H);HORC
N/D;N/D;SHISHSMTX2;Seuil HS taux 2 (H);HORC
N/D;N/D;IHIEQALT;Equipes successives alternantes;HORC
N/D;N/D;IHIMOACQCP;Mode d'acquisition des congés;HORC
N/D;N/D;IHIGESRELI;Gestion des reliquats;HORC
N/D;N/D;IHINFORFJ;Forfait jour CSE;HORC
N/D;N/D;IHIDEREPOS;Dérogation repos quotidien;HORC
N/D;N/D;IHINPRIST;Prime de poste;HORC
N/D;N/D;HREPENIB;Durée d'exposition;HPEN
N/D;N/D;NBRPENIB;Nombre d'exposition;HPEN
N/D;N/D;CODELIEU;Lieu du poste;LIEU
N/D;N/D;HORSECT;Code section;LIEU
N/D;N/D;CODEFAM;Code famille;LIEU
N/D;N/D;LIBELLE;Libellé;LIEU
N/D;N/D;DESIGNA;Désignation;LIEU
N/D;N/D;MODMIN;Gestion horaires minutes;LIEU
N/D;N/D;MOTIF;Code motif;MOTI
N/D;N/D;REDUIT;Code réduit;MOTI
N/D;N/D;MOTYPE;Type de motif;MOTI
N/D;N/D;FAMILLE;Famille de motif;MOTI
N/D;N/D;PAIRUB;Rubrique de paie;MOTI
N/D;N/D;PRIORITE;Code priorité;MOTI
N/D;N/D;ARCHIV;Indicateur d'archivage;MOTI
N/D;N/D;VALDFT;Valeur par défaut;MOTI
N/D;N/D;VALMIN;Valeur minimum autorisée;MOTI
N/D;N/D;VALMAX;Valeur maximum autorisée;MOTI
N/D;N/D;LIBELLE;Libellé;MOTI
N/D;N/D;LIBCOURT;Libellé court;MOTI
N/D;N/D;VALID;Validite du motif;MOTI
N/D;N/D;FILTRE;Filtre d'autorisation;MOTI
N/D;N/D;TVALORIS;Valorisations autorisées;MOTI
N/D;N/D;PLANIF;Affectation possible;MOTI
N/D;N/D;ANALYT;Suivi en analytique;MOTI
N/D;N/D;TYPMAT;Type d'arrêt;MOTI
N/D;N/D;DUREEARRET;Durée minimum de l'arrêt de travail;MOTI
N/D;N/D;VISITEREP;Visite médicale de reprise;MOTI
N/D;N/D;CLICHE;Duplicata ou non;MOTI
N/D;N/D;PARTPLAG;Participation à la plage;MOTI
N/D;N/D;PARTVAC;Participation à la vacation;MOTI
N/D;N/D;SYNOPTIC;Gestion des absences pour synoptique;MOTI
N/D;N/D;IMIDISP3;Indicateur disponible 3;MOTI
N/D;N/D;IMIDISP4;Indicateur disponible 4;MOTI
